zip,place_name,state,lat,lon
30101,Acworth,GA,34.0756,-84.6477
30102,Acworth,GA,34.0707,-84.5894
30106,Austell,GA,33.8369,-84.6307
30115,Canton,GA,34.1993,-84.4199
30120,Cartersville,GA,34.187,-84.8204
30121,Cartersville,GA,34.2079,-84.7673
30122,Lithia Springs,GA,33.7655,-84.6469
30126,Mableton,GA,33.8332,-84.6031
30127,Powder Springs,GA,33.9135,-84.6859
30134,Douglasville,GA,33.7606,-84.7477
30135,Douglasville,GA,33.6989,-84.7454
30141,Hiram,GA,33.8673,-84.7699
30144,Kennesaw,GA,34.0287,-84.6047
30152,Kennesaw,GA,33.9951,-84.6544
30168,Austell,GA,33.7838,-84.5952
30188,Woodstock,GA,34.106,-84.5117
30189,Woodstock,GA,34.1281,-84.5717
30213,Fairburn,GA,33.5648,-84.5809
30253,Mcdonough,GA,33.451,-84.1544
30260,Morrow,GA,33.5849,-84.3247
30288,Conley,GA,33.6369,-84.3371
30294,Ellenwood,GA,33.6166,-84.2939
30297,Forest Park,GA,33.6115,-84.3745
30303,Atlanta,GA,33.7525,-84.3888
30305,Atlanta,GA,33.832,-84.3851
30306,Atlanta,GA,33.786,-84.3514
30307,Atlanta,GA,33.7691,-84.336
30308,Atlanta,GA,33.7718,-84.3757
30309,Atlanta,GA,33.7984,-84.3883
30310,Atlanta,GA,33.7278,-84.4232
30311,Atlanta,GA,33.723,-84.4702
30313,Atlanta,GA,33.7683,-84.3935
30315,Atlanta,GA,33.7051,-84.3808
30317,Atlanta,GA,33.7498,-84.3169
30318,Atlanta,GA,33.7865,-84.4454
30319,Atlanta,GA,33.8687,-84.3351
30324,Atlanta,GA,33.8206,-84.3549
30326,Atlanta,GA,33.8482,-84.3582
30327,Atlanta,GA,33.8627,-84.42
30328,Atlanta,GA,33.9335,-84.3958
30329,Atlanta,GA,33.8236,-84.3214
30331,Atlanta,GA,33.7224,-84.5205
30336,Atlanta,GA,33.7406,-84.5545
30339,Atlanta,GA,33.8713,-84.4629
30340,Atlanta,GA,33.8932,-84.2539
30341,Atlanta,GA,33.8879,-84.2905
30344,Atlanta,GA,33.6919,-84.448
30345,Atlanta,GA,33.8513,-84.287
30346,Atlanta,GA,33.9267,-84.3334
30349,Atlanta,GA,33.6053,-84.4813
30350,Atlanta,GA,33.9795,-84.3411
30363,Atlanta,GA,33.791,-84.3992
30518,Buford,GA,34.1124,-83.9965
30519,Buford,GA,34.0797,-83.9308
41018,Erlanger,KY,39.0082,-84.5977
41051,Independence,KY,38.9354,-84.5479
43004,Blacklick,OH,40.021,-82.8079
43016,Dublin,OH,40.0985,-83.1537
43017,Dublin,OH,40.1093,-83.1146
43023,Granville,OH,40.0788,-82.5194
43040,Marysville,OH,40.2477,-83.3622
43054,New Albany,OH,40.0847,-82.7988
43065,Powell,OH,40.1834,-83.0912
43068,Reynoldsburg,OH,39.9551,-82.8035
43081,Westerville,OH,40.1146,-82.9105
43085,Columbus,OH,40.0999,-83.0157
43201,Columbus,OH,39.9952,-83.0047
43204,Columbus,OH,39.9523,-83.078
43206,Columbus,OH,39.9426,-82.9748
43207,Columbus,OH,39.9046,-82.9703
43209,Columbus,OH,39.9539,-82.9301
43219,Columbus,OH,40.0326,-82.9103
43220,Columbus,OH,40.0495,-83.0669
43232,Columbus,OH,39.923,-82.8664
43235,Columbus,OH,40.1088,-82.9742
44011,Avon,OH,41.4467,-82.0204
44024,Chardon,OH,41.5719,-81.2056
44026,Chesterland,OH,41.5344,-81.3421
44028,Columbia Station,OH,41.3187,-81.9344
44035,Elyria,OH,41.3724,-82.1051
44039,North Ridgeville,OH,41.3964,-82.0033
44055,Lorain,OH,41.4361,-82.135
44067,Northfield,OH,41.3208,-81.5429
44070,North Olmsted,OH,41.4201,-81.9131
44077,Painesville,OH,41.7079,-81.199
44087,Twinsburg,OH,41.3289,-81.4559
44094,Willoughby,OH,41.6302,-81.4076
44095,Eastlake,OH,41.6587,-81.4445
44102,Cleveland,OH,41.4735,-81.7398
44105,Cleveland,OH,41.4509,-81.619
44106,Cleveland,OH,41.5084,-81.6076
44109,Cleveland,OH,41.4458,-81.7033
44111,Cleveland,OH,41.4571,-81.7844
44112,Cleveland,OH,41.5356,-81.5737
44113,Cleveland,OH,41.4816,-81.7018
44115,Cleveland,OH,41.4946,-81.667
44118,Cleveland,OH,41.5008,-81.5516
44120,Cleveland,OH,41.4714,-81.5839
44121,Cleveland,OH,41.5277,-81.5323
44122,Beachwood,OH,41.4701,-81.5232
44128,Cleveland,OH,41.4416,-81.5486
44129,Cleveland,OH,41.3897,-81.7351
44131,Independence,OH,41.3809,-81.6642
44132,Euclid,OH,41.6069,-81.4993
44134,Cleveland,OH,41.3853,-81.7044
44135,Cleveland,OH,41.4342,-81.8044
44137,Maple Heights,OH,41.4105,-81.5603
44138,Olmsted Falls,OH,41.3734,-81.9158
44139,Solon,OH,41.3866,-81.4421
44140,Bay Village,OH,41.4841,-81.9289
44142,Brookpark,OH,41.3979,-81.8118
44146,Bedford,OH,41.3921,-81.5232
44147,Broadview Heights,OH,41.3141,-81.6731
44149,Strongsville,OH,41.3134,-81.8562
44202,Aurora,OH,41.3176,-81.3454
44203,Barberton,OH,41.0197,-81.6212
44221,Cuyahoga Falls,OH,41.1401,-81.479
44223,Cuyahoga Falls,OH,41.1464,-81.5107
44224,Stow,OH,41.1748,-81.438
44233,Hinckley,OH,41.2419,-81.7453
44240,Kent,OH,41.1449,-81.3498
44278,Tallmadge,OH,41.0975,-81.426
44281,Wadsworth,OH,41.0384,-81.7374
44306,Akron,OH,41.0479,-81.4916
44312,Akron,OH,41.0334,-81.4385
44320,Akron,OH,41.0835,-81.5674
45005,Franklin,OH,39.5357,-84.303
45011,Hamilton,OH,39.4059,-84.5221
45014,Fairfield,OH,39.3266,-84.5479
45036,Lebanon,OH,39.4293,-84.1735
45040,Mason,OH,39.3357,-84.3149
45044,Middletown,OH,39.5151,-84.3983
45050,Monroe,OH,39.4413,-84.3652
45067,Trenton,OH,39.4799,-84.4598
45102,Amelia,OH,39.0211,-84.2112
45103,Batavia,OH,39.0957,-84.1451
45140,Loveland,OH,39.2445,-84.2588
45150,Milford,OH,39.1657,-84.233
45202,Cincinnati,OH,39.1072,-84.502
45203,Cincinnati,OH,39.1075,-84.5257
45204,Cincinnati,OH,39.0963,-84.5719
45205,Cincinnati,OH,39.1104,-84.5757
45207,Cincinnati,OH,39.1397,-84.4706
45208,Cincinnati,OH,39.1361,-84.4355
45209,Cincinnati,OH,39.1516,-84.4278
45211,Cincinnati,OH,39.1524,-84.5967
45212,Cincinnati,OH,39.1642,-84.4522
45214,Cincinnati,OH,39.1219,-84.5506
45215,Cincinnati,OH,39.2353,-84.4619
45216,Cincinnati,OH,39.2003,-84.4859
45219,Cincinnati,OH,39.127,-84.5131
45224,Cincinnati,OH,39.1991,-84.5251
45226,Cincinnati,OH,39.1174,-84.4312
45227,Cincinnati,OH,39.1539,-84.3854
45230,Cincinnati,OH,39.0713,-84.3758
45231,Cincinnati,OH,39.2418,-84.5437
45232,Cincinnati,OH,39.1859,-84.5141
45233,Cincinnati,OH,39.111,-84.6594
45236,Cincinnati,OH,39.21,-84.395
45237,Cincinnati,OH,39.188,-84.458
45238,Cincinnati,OH,39.1092,-84.6108
45239,Cincinnati,OH,39.2045,-84.5799
45240,Cincinnati,OH,39.2851,-84.5288
45241,Cincinnati,OH,39.2638,-84.4092
45242,Cincinnati,OH,39.2447,-84.3455
45244,Cincinnati,OH,39.1191,-84.351
45248,Cincinnati,OH,39.1652,-84.6625
45249,Cincinnati,OH,39.2692,-84.3307
45251,Cincinnati,OH,39.2672,-84.5993
45305,Bellbrook,OH,39.6402,-84.0824
45324,Fairborn,OH,39.8053,-84.0198
45377,Vandalia,OH,39.8883,-84.2023
45402,Dayton,OH,39.7563,-84.1895
45403,Dayton,OH,39.7617,-84.1498
45404,Dayton,OH,39.7862,-84.1622
45405,Dayton,OH,39.7899,-84.2135
45409,Dayton,OH,39.7238,-84.1854
45410,Dayton,OH,39.7474,-84.16
45414,Dayton,OH,39.8285,-84.2024
45415,Dayton,OH,39.8355,-84.2613
45417,Dayton,OH,39.7528,-84.247
45420,Dayton,OH,39.7171,-84.1342
45424,Dayton,OH,39.8353,-84.1123
45429,Dayton,OH,39.6841,-84.1633
45433,Dayton,OH,39.8138,-84.059
45440,Dayton,OH,39.6749,-84.1136
45458,Dayton,OH,39.6062,-84.1695
45459,Dayton,OH,39.6464,-84.1717
46032,Carmel,IN,39.9712,-86.1245
46037,Fishers,IN,39.9559,-85.9601
46038,Fishers,IN,39.9575,-86.023
46040,Fortville,IN,39.9323,-85.848
46055,Mccordsville,IN,39.9081,-85.9228
46062,Noblesville,IN,40.0617,-86.0555
46075,Whitestown,IN,40.0,-86.3507
46077,Zionsville,IN,39.9561,-86.2767
46107,Beech Grove,IN,39.7154,-86.0933
46112,Brownsburg,IN,39.8466,-86.3869
46113,Camby,IN,39.6405,-86.3118
46123,Avon,IN,39.7629,-86.3996
46140,Greenfield,IN,39.7902,-85.8141
46143,Greenwood,IN,39.596,-86.1309
46168,Plainfield,IN,39.6893,-86.3919
46184,Whiteland,IN,39.5611,-86.0723
46201,Indianapolis,IN,39.775,-86.1093
46204,Indianapolis,IN,39.772,-86.1535
46205,Indianapolis,IN,39.8268,-86.1386
46214,Indianapolis,IN,39.7924,-86.2875
46217,Indianapolis,IN,39.6782,-86.1976
46219,Indianapolis,IN,39.7821,-86.0495
46220,Indianapolis,IN,39.8647,-86.1181
46221,Indianapolis,IN,39.7509,-86.1924
46224,Indianapolis,IN,39.794,-86.2707
46226,Indianapolis,IN,39.8326,-86.0836
46227,Indianapolis,IN,39.6789,-86.1302
46228,Indianapolis,IN,39.8462,-86.1951
46231,Indianapolis,IN,39.7038,-86.3029
46235,Indianapolis,IN,39.8471,-85.9741
46237,Indianapolis,IN,39.673,-86.0757
46239,Indianapolis,IN,39.7265,-86.0005
46241,Indianapolis,IN,39.7096,-86.2614
46256,Indianapolis,IN,39.8977,-86.0094
46278,Indianapolis,IN,39.8726,-86.2768
46280,Indianapolis,IN,39.9416,-86.1157
46304,Chesterton,IN,41.6143,-87.047
46307,Crown Point,IN,41.4236,-87.3556
46311,Dyer,IN,41.492,-87.5108
46312,East Chicago,IN,41.6349,-87.4627
46322,Highland,IN,41.55,-87.4569
46323,Hammond,IN,41.5878,-87.4532
46342,Hobart,IN,41.5263,-87.2525
46368,Portage,IN,41.5672,-87.1757
46385,Valparaiso,IN,41.4706,-87.0783
46402,Gary,IN,41.5997,-87.3385
46403,Gary,IN,41.6036,-87.259
46404,Gary,IN,41.5899,-87.3732
46410,Merrillville,IN,41.4957,-87.3509
48009,Birmingham,MI,42.5444,-83.2133
48021,Eastpointe,MI,42.4658,-82.9459
48026,Fraser,MI,42.5423,-82.947
48030,Hazel Park,MI,42.4608,-83.0982
48038,Clinton Township,MI,42.6206,-82.9608
48043,Mount Clemens,MI,42.5978,-82.8823
48044,Macomb,MI,42.6442,-82.8985
48045,Harrison Township,MI,42.5877,-82.8215
48047,New Baltimore,MI,42.673,-82.7753
48066,Roseville,MI,42.5034,-82.9387
48067,Royal Oak,MI,42.4906,-83.1366
48075,Southfield,MI,42.4638,-83.2255
48080,Saint Clair Shores,MI,42.4706,-82.9022
48084,Troy,MI,42.5627,-83.1799
48085,Troy,MI,42.6006,-83.1198
48088,Warren,MI,42.5164,-82.9832
48091,Warren,MI,42.4665,-83.0593
48093,Warren,MI,42.5149,-82.9968
48105,Ann Arbor,MI,42.3042,-83.7068
48108,Ann Arbor,MI,42.2328,-83.7015
48111,Belleville,MI,42.1949,-83.4854
48120,Dearborn,MI,42.3223,-83.1763
48122,Melvindale,MI,42.2812,-83.1826
48124,Dearborn,MI,42.2941,-83.2536
48125,Dearborn Heights,MI,42.2768,-83.2606
48126,Dearborn,MI,42.3349,-83.1801
48127,Dearborn Heights,MI,42.3353,-83.2864
48128,Dearborn,MI,42.32,-83.2701
48135,Garden City,MI,42.3242,-83.3402
48141,Inkster,MI,42.294,-83.3146
48146,Lincoln Park,MI,42.2422,-83.1807
48164,New Boston,MI,42.1449,-83.3589
48167,Northville,MI,42.4262,-83.4794
48168,Northville,MI,42.4086,-83.4978
48170,Plymouth,MI,42.3688,-83.4799
48174,Romulus,MI,42.2223,-83.3966
48178,South Lyon,MI,42.4567,-83.659
48180,Taylor,MI,42.2317,-83.2673
48183,Trenton,MI,42.1382,-83.2179
48184,Wayne,MI,42.2768,-83.3758
48185,Westland,MI,42.3358,-83.3846
48186,Westland,MI,42.289,-83.3686
48187,Canton,MI,42.332,-83.4695
48188,Canton,MI,42.291,-83.465
48189,Whitmore Lake,MI,42.4289,-83.7828
48191,Willis,MI,42.1292,-83.5687
48192,Wyandotte,MI,42.2084,-83.1616
48197,Ypsilanti,MI,42.2325,-83.6336
48198,Ypsilanti,MI,42.2439,-83.583
48201,Detroit,MI,42.3474,-83.0604
48202,Detroit,MI,42.377,-83.0796
48205,Detroit,MI,42.4313,-82.9813
48208,Detroit,MI,42.3495,-83.0927
48211,Detroit,MI,42.3809,-83.0409
48212,Hamtramck,MI,42.4081,-83.0583
48214,Detroit,MI,42.3669,-82.9938
48219,Detroit,MI,42.426,-83.2495
48224,Detroit,MI,42.4098,-82.9441
48227,Detroit,MI,42.3883,-83.1937
48228,Detroit,MI,42.3547,-83.2168
48230,Grosse Pointe,MI,42.3847,-82.9244
48234,Detroit,MI,42.4337,-83.0434
48236,Grosse Pointe,MI,42.4274,-82.9002
48239,Redford,MI,42.3756,-83.2889
48301,Bloomfield Hills,MI,42.5445,-83.2792
48304,Bloomfield Hills,MI,42.587,-83.2359
48306,Rochester,MI,42.7262,-83.1566
48307,Rochester,MI,42.6593,-83.1225
48309,Rochester,MI,42.6626,-83.1837
48310,Sterling Heights,MI,42.5648,-83.0701
48312,Sterling Heights,MI,42.5592,-83.0029
48313,Sterling Heights,MI,42.6005,-82.9998
48315,Utica,MI,42.671,-82.9988
48316,Utica,MI,42.6885,-83.0548
48323,West Bloomfield,MI,42.5683,-83.3805
48327,Waterford,MI,42.6438,-83.4076
48328,Waterford,MI,42.6429,-83.3546
48329,Waterford,MI,42.6877,-83.3879
48331,Farmington,MI,42.5051,-83.4072
48334,Farmington,MI,42.5065,-83.3484
48335,Farmington,MI,42.4617,-83.4053
48336,Farmington,MI,42.4656,-83.3638
48340,Pontiac,MI,42.668,-83.2893
48346,Clarkston,MI,42.7239,-83.4232
48348,Clarkston,MI,42.7605,-83.404
48350,Davisburg,MI,42.7496,-83.5358
48356,Highland,MI,42.6692,-83.5895
48359,Lake Orion,MI,42.7231,-83.2769
48362,Lake Orion,MI,42.7763,-83.2748
48374,Novi,MI,42.4735,-83.5224
48375,Novi,MI,42.4604,-83.4577
48383,White Lake,MI,42.658,-83.5398
48386,White Lake,MI,42.641,-83.4738
48390,Walled Lake,MI,42.5582,-83.4773
48393,Wixom,MI,42.534,-83.5285
53017,Colgate,WI,43.1998,-88.2406
53024,Grafton,WI,43.3231,-87.9521
53027,Hartford,WI,43.3157,-88.3707
53033,Hubertus,WI,43.2343,-88.2311
53051,Menomonee Falls,WI,43.1602,-88.1128
53072,Pewaukee,WI,43.0788,-88.2729
53089,Sussex,WI,43.1441,-88.2271
53092,Mequon,WI,43.2364,-87.9845
53097,Mequon,WI,43.2461,-88.0046
53104,Bristol,WI,42.5325,-88.0478
53105,Burlington,WI,42.666,-88.2749
53126,Franksville,WI,42.7859,-87.9873
53132,Franklin,WI,42.9017,-88.0086
53143,Kenosha,WI,42.5617,-87.8301
53144,Kenosha,WI,42.6058,-87.8762
53146,New Berlin,WI,42.974,-88.1553
53149,Mukwonago,WI,42.8821,-88.3451
53150,Muskego,WI,42.9047,-88.1214
53151,New Berlin,WI,42.9822,-88.0946
53154,Oak Creek,WI,42.8892,-87.9027
53158,Pleasant Prairie,WI,42.5293,-87.8855
53168,Salem,WI,42.5709,-88.1287
53172,South Milwaukee,WI,42.9105,-87.8646
53177,Sturtevant,WI,42.6967,-87.9031
53182,Union Grove,WI,42.6896,-88.039
53185,Waterford,WI,42.7632,-88.1974
53188,Waukesha,WI,43.0128,-88.2705
53189,Waukesha,WI,42.9516,-88.2963
53202,Milwaukee,WI,43.0506,-87.8968
53204,Milwaukee,WI,43.0158,-87.9317
53214,Milwaukee,WI,43.0215,-88.0176
53215,Milwaukee,WI,43.006,-87.9429
53216,Milwaukee,WI,43.0859,-87.9742
53218,Milwaukee,WI,43.1122,-87.9932
53219,Milwaukee,WI,42.9959,-87.9944
53220,Milwaukee,WI,42.9559,-87.9933
53225,Milwaukee,WI,43.1154,-88.0346
53226,Milwaukee,WI,43.0493,-88.0414
53402,Racine,WI,42.7726,-87.796
53403,Racine,WI,42.706,-87.8014
60004,Arlington Heights,IL,42.112,-87.9792
60008,Rolling Meadows,IL,42.073,-88.0191
60010,Barrington,IL,42.1614,-88.1383
60013,Cary,IL,42.2196,-88.2426
60014,Crystal Lake,IL,42.2308,-88.3324
60016,Des Plaines,IL,42.0467,-87.8859
60018,Des Plaines,IL,42.0155,-87.8687
60025,Glenview,IL,42.0758,-87.8223
60026,Glenview,IL,42.0698,-87.7878
60031,Gurnee,IL,42.3669,-87.9452
60035,Highland Park,IL,42.1794,-87.8059
60046,Lake Villa,IL,42.3813,-87.9991
60047,Lake Zurich,IL,42.2165,-88.0769
60048,Libertyville,IL,42.281,-87.95
60051,Mchenry,IL,42.3542,-88.2294
60061,Vernon Hills,IL,42.2288,-87.9719
60067,Palatine,IL,42.1139,-88.0429
60073,Round Lake,IL,42.3668,-88.0888
60077,Skokie,IL,42.0345,-87.7541
60084,Wauconda,IL,42.2636,-88.1333
60085,Waukegan,IL,42.3542,-87.8651
60088,Great Lakes,IL,42.3032,-87.8642
60089,Buffalo Grove,IL,42.1598,-87.9644
60090,Wheeling,IL,42.134,-87.9341
60091,Wilmette,IL,42.0765,-87.7246
60102,Algonquin,IL,42.1641,-88.3064
60106,Bensenville,IL,41.9501,-87.945
60107,Streamwood,IL,42.0225,-88.169
60118,Dundee,IL,42.0962,-88.2902
60123,Elgin,IL,42.0376,-88.3186
60131,Franklin Park,IL,41.9339,-87.8734
60137,Glen Ellyn,IL,41.8661,-88.0648
60139,Glendale Heights,IL,41.9205,-88.0793
60142,Huntley,IL,42.1756,-88.4268
60148,Lombard,IL,41.8721,-88.016
60162,Hillside,IL,41.8725,-87.9016
60172,Roselle,IL,41.9798,-88.0857
60185,West Chicago,IL,41.8886,-88.2022
60188,Carol Stream,IL,41.9178,-88.137
60189,Wheaton,IL,41.8397,-88.0887
60193,Schaumburg,IL,42.0144,-88.0935
60194,Schaumburg,IL,42.0289,-88.1167
60202,Evanston,IL,42.0302,-87.6865
60301,Oak Park,IL,41.8886,-87.7986
60302,Oak Park,IL,41.8925,-87.7895
60305,River Forest,IL,41.8951,-87.8159
60402,Berwyn,IL,41.8347,-87.7914
60404,Shorewood,IL,41.5076,-88.2169
60409,Calumet City,IL,41.6153,-87.5483
60411,Chicago Heights,IL,41.5087,-87.5904
60426,Harvey,IL,41.6103,-87.6534
60430,Homewood,IL,41.5556,-87.6616
60431,Joliet,IL,41.4712,-87.9391
60433,Joliet,IL,41.5119,-88.0569
60435,Joliet,IL,41.5454,-88.1299
60436,Joliet,IL,41.4884,-88.1572
60438,Lansing,IL,41.566,-87.5446
60439,Lemont,IL,41.7074,-87.9756
60440,Bolingbrook,IL,41.6976,-88.0873
60441,Lockport,IL,41.593,-88.0507
60443,Matteson,IL,41.5102,-87.7406
60445,Midlothian,IL,41.635,-87.7362
60448,Mokena,IL,41.5342,-87.8911
60451,New Lenox,IL,41.5067,-87.9631
60452,Oak Forest,IL,41.6077,-87.7542
60453,Oak Lawn,IL,41.7143,-87.7516
60457,Hickory Hills,IL,41.7262,-87.8289
60462,Orland Park,IL,41.6194,-87.8423
60463,Palos Heights,IL,41.6621,-87.7927
60467,Orland Park,IL,41.6018,-87.8899
60469,Posen,IL,41.6277,-87.6872
60477,Tinley Park,IL,41.5825,-87.805
60478,Country Club Hills,IL,41.5637,-87.7247
60490,Bolingbrook,IL,41.679,-88.1403
60491,Homer Glen,IL,41.6028,-87.9599
60501,Summit Argo,IL,41.7801,-87.824
60502,Aurora,IL,41.7845,-88.2616
60505,Aurora,IL,41.7582,-88.2971
60506,Aurora,IL,41.7664,-88.3446
60513,Brookfield,IL,41.8217,-87.8492
60514,Clarendon Hills,IL,41.7965,-87.9569
60515,Downers Grove,IL,41.8034,-88.0138
60517,Woodridge,IL,41.7518,-88.0489
60525,La Grange,IL,41.7842,-87.8689
60526,La Grange Park,IL,41.8318,-87.874
60532,Lisle,IL,41.7862,-88.0879
60538,Montgomery,IL,41.7177,-88.332
60546,Riverside,IL,41.8379,-87.8213
60559,Westmont,IL,41.7728,-87.9757
60563,Naperville,IL,41.7895,-88.169
60564,Naperville,IL,41.704,-88.1952
60565,Naperville,IL,41.7328,-88.1282
60585,Plainfield,IL,41.6558,-88.2203
60605,Chicago,IL,41.8713,-87.6277
60607,Chicago,IL,41.8721,-87.6578
60608,Chicago,IL,41.8515,-87.6694
60609,Chicago,IL,41.8097,-87.6533
60611,Chicago,IL,41.8971,-87.6223
60615,Chicago,IL,41.8022,-87.6006
60617,Chicago,IL,41.7257,-87.556
60618,Chicago,IL,41.9464,-87.7042
60619,Chicago,IL,41.7458,-87.6054
60620,Chicago,IL,41.7411,-87.6543
60621,Chicago,IL,41.775,-87.6421
60622,Chicago,IL,41.9019,-87.6779
60623,Chicago,IL,41.849,-87.7157
60625,Chicago,IL,41.9703,-87.7042
60626,Chicago,IL,42.0095,-87.6689
60628,Chicago,IL,41.6934,-87.6243
60629,Chicago,IL,41.7781,-87.7069
60630,Chicago,IL,41.9699,-87.7603
60631,Chicago,IL,41.9951,-87.8082
60632,Chicago,IL,41.8093,-87.7052
60633,Chicago,IL,41.6642,-87.5612
60634,Chicago,IL,41.9463,-87.8061
60636,Chicago,IL,41.776,-87.6674
60637,Chicago,IL,41.7813,-87.6051
60638,Chicago,IL,41.7814,-87.7705
60639,Chicago,IL,41.9202,-87.7535
60643,Chicago,IL,41.6996,-87.6628
60644,Chicago,IL,41.8829,-87.7582
60647,Chicago,IL,41.9209,-87.7043
60649,Chicago,IL,41.762,-87.5703
60651,Chicago,IL,41.9025,-87.7393
60652,Chicago,IL,41.7454,-87.7135
60654,Chicago,IL,41.8923,-87.6373
60655,Chicago,IL,41.6948,-87.7038
60657,Chicago,IL,41.9399,-87.6528
60706,Harwood Heights,IL,41.9643,-87.8162
60707,Elmwood Park,IL,41.9232,-87.8185
60712,Lincolnwood,IL,42.008,-87.7361
60804,Cicero,IL,41.8378,-87.7602
75001,Addison,TX,32.96,-96.8385
75006,Carrollton,TX,32.9657,-96.8825
75010,Carrollton,TX,33.0304,-96.8777
75013,Allen,TX,33.1186,-96.6773
75022,Flower Mound,TX,33.0268,-97.1193
75023,Plano,TX,33.055,-96.7365
75024,Plano,TX,33.0752,-96.7843
75025,Plano,TX,33.0784,-96.7291
75028,Flower Mound,TX,33.0383,-97.0745
75033,Frisco,TX,33.2559,-96.8853
75034,Frisco,TX,33.1499,-96.8241
75035,Frisco,TX,33.1377,-96.7524
75036,Frisco,TX,33.1499,-96.8241
75038,Irving,TX,32.8653,-96.9905
75039,Irving,TX,32.8697,-96.9389
75040,Garland,TX,32.9227,-96.6248
75042,Garland,TX,32.9185,-96.6775
75043,Garland,TX,32.8565,-96.5999
75050,Grand Prairie,TX,32.7649,-97.0112
75051,Grand Prairie,TX,32.7115,-97.0069
75052,Grand Prairie,TX,32.6605,-97.0311
75054,Grand Prairie,TX,32.5907,-97.0405
75057,Lewisville,TX,33.0532,-96.9999
75061,Irving,TX,32.8267,-96.9633
75062,Irving,TX,32.8479,-96.974
75063,Irving,TX,32.9247,-96.9598
75067,Lewisville,TX,33.0198,-96.9925
75068,Little Elm,TX,33.1768,-96.9583
75070,Mckinney,TX,33.1976,-96.6153
75071,Mckinney,TX,33.1976,-96.6153
75074,Plano,TX,33.0277,-96.6777
75075,Plano,TX,33.025,-96.7397
75078,Prosper,TX,33.2362,-96.7954
75080,Richardson,TX,32.966,-96.7452
75081,Richardson,TX,32.9462,-96.7058
75089,Rowlett,TX,32.9346,-96.5544
75093,Plano,TX,33.0299,-96.7889
75098,Wylie,TX,33.0041,-96.5394
75104,Cedar Hill,TX,32.5885,-96.9438
75115,Desoto,TX,32.6041,-96.8653
75116,Duncanville,TX,32.6587,-96.9114
75134,Lancaster,TX,32.6161,-96.783
75137,Duncanville,TX,32.6347,-96.9113
75149,Mesquite,TX,32.7678,-96.6082
75150,Mesquite,TX,32.8154,-96.6307
75154,Red Oak,TX,32.5185,-96.8071
75201,Dallas,TX,32.7904,-96.8044
75204,Dallas,TX,32.8038,-96.7851
75205,Dallas,TX,32.826,-96.7843
75206,Dallas,TX,32.831,-96.7692
75207,Dallas,TX,32.7939,-96.8319
75208,Dallas,TX,32.7492,-96.8389
75209,Dallas,TX,32.8456,-96.826
75211,Dallas,TX,32.7319,-96.9057
75214,Dallas,TX,32.8248,-96.7498
75216,Dallas,TX,32.7086,-96.7955
75218,Dallas,TX,32.8463,-96.6972
75220,Dallas,TX,32.8681,-96.8622
75227,Dallas,TX,32.7672,-96.6836
75228,Dallas,TX,32.825,-96.6784
75231,Dallas,TX,32.8756,-96.7495
75232,Dallas,TX,32.6647,-96.8384
75240,Dallas,TX,32.9374,-96.7872
75243,Dallas,TX,32.9103,-96.7285
75244,Dallas,TX,32.9322,-96.8353
75247,Dallas,TX,32.8152,-96.8703
75248,Dallas,TX,32.9682,-96.7942
75251,Dallas,TX,32.9189,-96.7751
75254,Dallas,TX,32.9503,-96.819
75287,Dallas,TX,33.0005,-96.8314
75407,Princeton,TX,33.1555,-96.4981
75454,Melissa,TX,33.2841,-96.574
76002,Arlington,TX,32.6255,-97.0784
76005,Arlington,TX,32.7714,-97.2915
76006,Arlington,TX,32.7785,-97.0834
76010,Arlington,TX,32.7204,-97.0826
76011,Arlington,TX,32.7582,-97.1003
76012,Arlington,TX,32.754,-97.1348
76013,Arlington,TX,32.7199,-97.1442
76014,Arlington,TX,32.6954,-97.0876
76015,Arlington,TX,32.6931,-97.1347
76016,Arlington,TX,32.6889,-97.1905
76017,Arlington,TX,32.6555,-97.1599
76018,Arlington,TX,32.6548,-97.092
76021,Bedford,TX,32.8536,-97.1358
76051,Grapevine,TX,32.9328,-97.0808
76053,Hurst,TX,32.8211,-97.1756
76063,Mansfield,TX,32.5773,-97.1416
76092,Southlake,TX,32.9485,-97.1524
76111,Fort Worth,TX,32.7824,-97.3003
76112,Fort Worth,TX,32.7493,-97.2181
76119,Fort Worth,TX,32.6914,-97.2675
76120,Fort Worth,TX,32.7639,-97.1781
76131,Fort Worth,TX,32.8632,-97.3377
76134,Fort Worth,TX,32.6469,-97.3325
76137,Fort Worth,TX,32.8664,-97.2891
76177,Fort Worth,TX,32.9448,-97.3124
76179,Fort Worth,TX,32.9074,-97.4257
76180,North Richland Hills,TX,32.84,-97.225
76210,Denton,TX,33.1428,-97.0727
76227,Aubrey,TX,33.292,-96.9879
76244,Keller,TX,32.931,-97.2843
76248,Keller,TX,32.9276,-97.2489
76262,Roanoke,TX,33.0211,-97.2127
85003,Phoenix,AZ,33.4511,-112.0774
85006,Phoenix,AZ,33.465,-112.0474
85008,Phoenix,AZ,33.4665,-111.9984
85009,Phoenix,AZ,33.4564,-112.1284
85019,Phoenix,AZ,33.5123,-112.1417
85021,Phoenix,AZ,33.56,-112.0927
85022,Phoenix,AZ,33.6315,-112.052
85023,Phoenix,AZ,33.6324,-112.1118
85027,Phoenix,AZ,33.6819,-112.0996
